Number;Name;Released_date;Retired_date;Retail;Value
71710-1;Ninja Tuner Car;02.01.2020;15.11.2021;39.99;38.83
71711-1;Jay's Cyber Dragon;02.01.2020;15.09.2021;49.99;48.40
71712-1;Empire Temple of Madness;02.01.2020;30.11.2021;79.99;79.75
71713-1;Empire Dragon;02.01.2020;05.12.2020;29.99;42.74
71714-1;Kai Avatar - Arcade Pod;02.01.2020;15.12.2020;9.99;25.96
71715-1;Jay Avatar - Arcade Pod;02.01.2020;15.12.2020;9.99;26.36
71716-1;Lloyd Avatar - Arcade Pod;02.01.2020;20.12.2020;9.99;29.09
75263-1;Resistance Y-wing Microfighter;02.01.2020;15.01.2021;9.99;13.19
75264-1;Kylo Ren's Shuttle Microfighter;02.01.2020;15.01.2021;9.99;35.18
75265-1;T-16 Skyhopper vs Bantha Microfighters;02.01.2020;29.01.2021;19.99;21.49
75266-1;Sith Troopers Battle Pack;02.01.2020;01.12.2021;14.99;16.09
75267-1;Mandalorian Battle Pack;02.01.2020;23.03.2022;14.99;17.52
75268-1;Snowspeeder;02.01.2020;20.09.2021;19.99;20.35
75269-1;Duel on Mustafar;02.01.2020;20.06.2021;24.99;38.90
75270-1;Obi-Wan's Hut;02.01.2020;01.11.2021;29.99;29.12
75271-1;Luke Skywalker's Landspeeder;02.01.2020;20.01.2022;29.99;33.24
75272-1;Sith TIE Fighter;02.01.2020;01.11.2021;69.99;69.70
75273-1;Poe Dameron's X-wing Fighter;02.01.2020;01.11.2021;99.99;86.58
76895-1;Ferrari F8 Tributo;02.01.2020;01.11.2021;19.99;28.90
76896-1;Nissan GT-R NISMO;02.01.2020;23.03.2022;19.99;39.59
76897-1;Audi Sport Quattro S1;02.01.2020;10.11.2021;19.99;35.20
76898-1;Formula E Panasonic Jaguar Racing GEN2 Car & Jaguar I-PACE eTROPHY;02.01.2020;15.01.2022;39.99;48.79
76899-1;Lamborghini Urus ST-X & Huracán Super Trofeo EVO;02.01.2020;10.11.2021;59.99;71.46
562001-1;Cake;15.01.2020;11.02.2020;0.00;3.50
912055-1;Snowspeeder;01.01.2020;01.02.2020;0.00;2.95
30342-1;Lamborghini Huracán Super Trofeo EVO;06.08.2020;01.12.2020;0.00;3.43
21055-1;Burj Khalifa;04.09.2020;01.10.2021;38.98;101.73
11011-1;Bricks and Animals;02.02.2020;01.01.2023;59.99;51.04
21321-1;International Space Station;02.02.2020;19.11.2022;69.99;74.08
30369-1;Beach Buggy;18.05.2020;31.05.2020;3.99;8.80
30394-1;The Skeleton Defense;02.01.2020;20.02.2021;3.99;4.49
30411-1;Chocolate Box & Flower;21.01.2020;01.07.2020;3.99;7.03
30412-1;Park Picnic;25.02.2021;30.06.2021;3.99;5.88
30536-1;Combo Charger;01.01.2020;01.01.2022;3.99;3.80
30537-1;Merchant Avatar Jay;02.02.2020;02.02.2022;3.99;5.46
30554-1;Cinderella Mini Castle;01.02.2020;01.02.2022;4.39;5.66
30575-1;Train;10.02.2020;01.05.2021;3.99;4.86
40374-1;Golden Zane Accessory Set;01.03.2020;19.12.2021;12.99;18.50
40377-1;Donald Duck;02.02.2020;15.12.2023;9.99;10.38
40378-1;Goofy & Pluto;02.02.2020;16.01.2024;14.99;14.89
75292-1;The Razor Crest;01.09.2020;20.11.2023;139.99;114.40
75317-1;The Mandalorian & The Child;21.02.2020;02.11.2023;19.99;17.59
562002-1;Hot Dog Stand;01.01.2020;01.01.2022;0.00;4.36
912056-1;TIE Striker;01.03.2020;01.04.2020;0.00;2.87
11717-1;Bricks Box;01.05.2020;01.01.2023;69.99;69.67
21322-1;Pirates of Barracuda Bay;01.04.2020;01.11.2021;199.99;287.66
41405-1;Andrea's Play Cube Pet Shop;01.04.2020;24.01.2021;9.99;17.68
41406-1;Stephanie's Play Cube Beauty Salon;01.04.2020;24.01.2021;9.99;16.90
41407-1;Olivia's Play Cube Sweet Shop;01.04.2020;24.01.2021;9.99;13.31
41408-1;Mia's Play Cube Cinema;01.04.2020;24.01.2021;9.99;9.68
41409-1;Emma's Play Cube Toy Store;01.04.2020;24.01.2021;9.99;11.11
71360-1;Adventures with Mario;01.08.2020;13.03.2025;59.99;52.79
75274-1;TIE Fighter Pilot;18.03.2020;15.01.2022;59.99;231.41
75276-1;Stormtrooper;18.03.2020;23.03.2022;59.99;132.00
75277-1;Boba Fett;18.03.2020;20.12.2022;59.99;61.98
75278-1;D-O;19.04.2020;15.09.2022;69.99;70.61
302002-1;Aurora's Rabbit;06.05.2020;02.06.2020;0.00;2.90
562003-1;Cat at Vets;10.03.2020;07.04.2020;0.00;2.60
562004-1;Cute Dog;01.01.2020;01.02.2020;0.00;3.28
912058-1;Sith Infiltrator;01.05.2020;01.06.2020;0.00;4.07
21161-1;The Crafting Box 3.0;01.06.2020;01.01.2023;79.99;75.22
21163-1;The Redstone Battle;01.06.2020;18.02.2022;54.99;85.19
40407-1;Death Star II Battle;04.05.2020;04.05.2020;0.00;20.19
75966-1;Room of Requirement;01.08.2020;23.03.2022;19.99;18.89
75967-1;Forbidden Forest: Umbridge's Encounter;01.08.2020;01.01.2022;29.99;28.72
75968-1;4 Privet Drive;02.05.2020;01.01.2024;79.99;65.83
75969-1;Hogwarts Astronomy Tower;01.08.2020;13.03.2025;99.99;87.99
75979-1;Hedwig;01.08.2020;31.12.2023;39.99;41.40
562005-1;Dressing Table;01.01.2020;01.01.2022;0.00;4.29
952005-1;Go-Kart and Driver;01.01.2020;01.02.2020;0.00;3.11
10273-1;Haunted House;20.05.2020;20.11.2023;299.99;308.06
80006-1;White Dragon Horse Bike;16.05.2020;20.05.2022;29.99;35.79
80007-1;Iron Bull Tank;16.05.2020;01.05.2022;44.99;64.93
80008-1;Monkie Kid's Cloud Jet;16.05.2020;13.03.2025;49.99;52.79
80009-1;Pigsy's Food Truck;16.05.2020;01.11.2021;59.99;97.17
80010-1;Demon Bull King;16.05.2020;16.11.2021;79.99;157.94
80011-1;Red Son's Inferno Truck;16.05.2020;01.05.2022;99.99;122.43
80012-1;Monkey King Warrior Mech;16.05.2020;01.12.2022;129.99;157.58
80013-1;Monkie Kid's Team Secret HQ;16.05.2020;01.01.2023;169.99;151.10
43180-1;Belle's Castle Winter Celebration;01.06.2020;01.11.2021;49.99;44.28
912060-1;A-Wing;20.05.2020;01.07.2020;0.00;3.92
21054-1;The White House;01.06.2020;13.03.2025;99.99;87.99
60264-1;Ocean Exploration Submarine;01.06.2020;15.10.2021;29.99;35.51
41423-1;Tiger Hot Air Balloon Jungle Rescue;01.06.2020;01.10.2021;39.99;42.90
60265-1;Ocean Exploration Base;01.06.2020;23.11.2022;59.99;78.50
60263-1;Ocean Mini-Submarine;01.06.2020;01.11.2021;9.99;10.01
60266-1;Ocean Exploration Ship;01.06.2020;23.03.2022;129.99;174.25
41433-1;Party Boat;01.06.2020;01.09.2021;79.99;76.70
40419-1;Hogwarts Students Accessory Set;02.06.2020;01.11.2022;14.99;13.20
41432-1;Alpaca Mountain Jungle Rescue;01.06.2020;01.01.2022;59.99;71.90
41421-1;Baby Elephant Jungle Rescue;01.06.2020;01.11.2021;19.99;19.61
41398-1;Stephanie's House;01.06.2020;01.12.2021;39.99;38.90
41422-1;Panda Jungle Tree House;01.06.2020;23.03.2022;29.99;35.74
41424-1;Jungle Rescue Base;01.06.2020;15.03.2022;79.99;85.18
41425-1;Olivia's Flower Garden;01.06.2020;01.11.2021;9.99;9.62
41426-1;Heartlake City Park Café;01.06.2020;01.11.2021;19.99;19.95
41427-1;Emma's Fashion Shop;01.06.2020;01.11.2021;29.99;32.64
41428-1;Beach House;01.06.2020;01.11.2021;49.99;44.48
41429-1;Heartlake City Airplane;01.06.2020;01.09.2021;69.99;86.95
41430-1;Summer Fun Water Park;01.06.2020;01.10.2021;99.99;123.62
41434-1;Andrea's Jungle Play Cube;01.06.2020;24.01.2021;9.99;10.06
41435-1;Stephanie's Jungle Play Cube;02.08.2020;24.01.2021;9.99;11.64
41436-1;Olivia's Jungle Play Cube;01.06.2020;24.01.2021;9.99;9.38
41437-1;Mia's Jungle Play Cube;01.06.2020;24.01.2021;9.99;11.81
41438-1;Emma's Jungle Play Cube;01.01.2020;01.01.2022;9.99;25.30
70685-1;Spinjitzu Burst Cole;01.06.2020;25.09.2021;9.99;13.20
70686-1;Spinjitzu Burst Kai;01.06.2020;18.10.2021;9.99;11.25
70687-1;Spinjitzu Burst Lloyd;01.06.2020;01.09.2021;9.99;10.55
71703-1;Storm Fighter Battle;01.06.2020;15.11.2021;29.99;30.71
71704-1;Kai Fighter;01.06.2020;01.11.2021;39.99;42.82
71705-1;Destiny's Bounty;01.06.2020;01.11.2021;129.99;155.94
71717-1;Journey to the Skull Dungeons;01.06.2020;01.10.2021;24.99;37.47
71718-1;Wu's Battle Dragon;01.06.2020;01.07.2021;19.99;34.33
71719-1;Zane's Mino Creature;01.06.2020;01.11.2021;49.99;47.80
71720-1;Fire Stone Mech;01.06.2020;01.10.2021;69.99;74.05
71721-1;Skull Sorcerer's Dragon;01.06.2020;23.03.2022;79.99;104.84
71722-1;Skull Sorcerer's Dungeons;01.06.2020;15.10.2021;99.99;119.33
75980-1;Attack on The Burrow;01.08.2020;22.12.2022;99.99;101.18
10277-1;Crocodile Locomotive;03.07.2020;01.11.2021;99.99;118.05
30420-1;Harry Potter and Hedwig;01.09.2020;01.12.2020;3.99;7.90
11938-1;Robot;17.07.2020;15.08.2020;0.00;4.18
43179-1;Mickey Mouse and Minnie Mouse;03.07.2020;15.12.2022;175.45;167.54
562006-1;Beach Bar;01.01.2020;01.01.2022;0.00;3.69
912061-1;AT-AT;01.08.2020;01.09.2020;0.00;3.15
6322719-1;Hangzhou BrickHeadz;24.06.2020;24.06.2020;0.00;75.50
75188-2;Resistance Bomber (Finch Dallow);01.05.2019;27.07.2019;109.99;1759.41
71374-1;Nintendo Entertainment System;02.08.2020;13.03.2025;269.99;237.59
21323-1;Grand Piano;02.08.2020;13.03.2025;399.99;351.99
11939-1;Octopus;01.01.2020;01.02.2020;0.00;4.15
40381-1;Monkey King;02.08.2020;04.03.2022;9.99;11.55
40414-1;Monty Mole & Super Mushroom;13.07.2020;19.07.2020;0.00;48.35
71361-1;Paragoomba;01.08.2020;28.04.2021;3.89;11.77
71361-2;Fuzzy;01.08.2020;28.04.2021;3.89;5.95
71361-5;Bullet Bill;01.08.2020;28.04.2021;3.89;16.73
71361-7;Eep Cheep;01.08.2020;28.04.2021;3.89;7.03
71361-9;Urchin;01.08.2020;28.04.2021;3.89;10.22
71361-11;Complete Set;01.08.2020;28.04.2021;43.99;98.56
71362-1;Guarded Fortress;02.08.2020;15.12.2021;48.73;44.00
71363-1;Desert Pokey;02.08.2020;15.12.2021;19.49;19.80
71364-1;Whomp's Lava Trouble;02.08.2020;20.11.2021;19.49;17.96
71365-1;Piranha Plant Power Slide;02.08.2020;10.12.2021;29.23;24.92
71366-1;Boomer Bill Barrage;02.08.2020;10.12.2021;29.23;26.39
71367-1;Mario's House & Yoshi;02.08.2020;01.01.2023;29.99;22.00
71368-1;Toad's Treasure Hunt;02.08.2020;10.08.2022;79.99;58.08
71369-1;Bowser's Castle Boss Battle;02.08.2020;05.11.2021;97.47;118.44
71376-1;Thwomp Drop;02.08.2020;01.11.2021;39.99;41.30
71377-1;King Boo and the Haunted Yard;02.08.2020;01.01.2022;48.73;52.10
75280-1;501st Legion Clone Troopers;01.08.2020;01.01.2023;29.99;31.29
75281-1;Anakin's Jedi Interceptor;01.08.2020;01.12.2021;29.23;80.65
75283-1;Armored Assault Tank (AAT);01.08.2020;01.12.2022;39.99;39.58
75284-1;Knights of Ren Transport Ship;01.08.2020;01.12.2021;69.99;63.51
75286-1;General Grievous's Starfighter;01.08.2020;23.03.2022;84.99;123.24
75288-1;AT-AT;01.08.2020;31.12.2023;169.99;164.19
75291-1;Death Star Final Duel;01.08.2020;01.11.2021;97.47;110.79
75293-1;Resistance I-TS Transport;24.07.2020;10.02.2022;97.47;95.00
80014-1;Sandy's Speedboat;01.08.2020;20.08.2022;69.99;72.27
80015-1;Monkie Kid's Cloud Roadster;01.08.2020;23.09.2022;69.99;76.15
80016-1;The Flaming Foundry;01.08.2020;01.03.2022;126.71;118.10
562008-1;Sealion;01.01.2020;01.01.2022;0.00;4.29
912063-1;Resistance X-Wing;01.10.2020;01.11.2020;0.00;3.29
75978-1;Diagon Alley;01.09.2020;13.03.2025;449.99;395.99
40412-1;Hagrid & Buckbeak;01.09.2020;01.10.2020;0.00;30.34
41410-1;Andrea's Summer Play Cube;20.09.2020;08.04.2021;9.74;9.80
41411-1;Stephanie's Summer Play Cube;20.09.2020;08.04.2021;9.74;9.79
41412-1;Olivia's Summer Play Cube;20.09.2020;08.04.2021;9.74;9.75
41413-1;Mia's Summer Play Cube;20.09.2020;08.04.2021;9.74;10.09
43187-1;Rapunzel's Tower;01.09.2020;13.03.2025;59.99;57.19
43188-1;Aurora's Forest Cottage;01.09.2020;15.11.2021;38.98;57.24
60271-1;Main Square;01.09.2020;01.01.2022;175.45;145.95
75294-1;Bespin Duel;27.08.2020;27.08.2020;39.99;139.07
75290-1;Mos Eisley Cantina;16.09.2020;13.03.2025;399.99;351.99
5006290-1;Yoda's Lightsaber;16.09.2020;30.09.2020;0.00;217.50
40422-1;Frankenstein;17.09.2020;10.07.2022;8.99;11.18
11940-1;Castle;01.03.2020;01.04.2020;0.00;4.83
77907-1;Toad's Special Hideaway;01.10.2020;01.03.2021;19.99;53.17
40425-1;Nutcracker;01.10.2020;23.03.2022;9.99;11.29
75318-1;The Child;23.09.2020;31.12.2023;89.99;65.99
562009-1;Andrea's Magic Show;01.01.2020;01.01.2022;0.00;3.98
912064-1;TIE Dagger;01.11.2020;01.12.2020;0.00;4.29
11941-1;Frog;01.01.2020;01.02.2020;0.00;4.29
21165-1;The Bee Farm;01.12.2020;22.12.2022;19.99;19.93
21166-1;The Abandoned Mine;01.12.2020;13.03.2025;19.99;17.59
21167-1;The Trading Post;01.12.2020;01.12.2022;19.99;19.98
41414-1;Emma's Summer Play Cube;10.09.2020;08.04.2021;9.74;10.01
561911-1;Olivia's Bakery;01.01.2019;01.01.2021;0.00;3.74
911953-1;First Order SF TIE Fighter;01.12.2020;01.01.2021;0.00;2.85
911954-1;Kylo Ren's TIE Silencer;01.01.2020;01.02.2020;0.00;4.54
6315025-1;Amsterdam BrickHeadz;03.12.2019;05.12.2019;0.00;674.76
XWING-2;X-Wing Trench Run;20.06.2020;20.06.2022;0.00;19.26
21324-1;123 Sesame Street;01.11.2020;10.10.2022;119.99;117.53
11942-1;Lunar Lander;01.01.2020;01.02.2020;0.00;4.12
10274-1;ECTO-1;16.11.2020;13.03.2025;239.99;211.19
77904-1;Nebulon-B Frigate;14.11.2020;14.11.2020;39.99;141.08
92176-1;NASA Apollo Saturn V;01.11.2020;25.11.2022;119.99;149.53
30628-1;Monster Book of Monsters;15.10.2020;15.10.2022;17.59;37.02
10276-1;Colosseum;27.11.2020;21.11.2023;549.99;639.92
11943-1;Ant;01.01.2020;01.02.2020;0.00;4.40
912066-1;Jedi Interceptor;01.01.2020;01.02.2020;0.00;3.70
562011-1;Stephanie's Bakery;01.01.2020;01.02.2020;0.00;3.94
562010-1;Turtle's paradise;01.08.2020;01.09.2020;0.00;2.90
912067-1;TIE Interceptor;01.12.2020;01.01.2021;0.00;3.63
40448-1;Vintage Car;01.01.2021;31.01.2021;0.00;20.19
40469-1;Tuk Tuk;02.01.2021;13.03.2025;9.99;8.79
40468-1;Yellow Taxi;01.01.2021;13.03.2025;9.99;8.79
11016-1;Creative Building Bricks;02.01.2021;01.01.2023;49.99;39.45
60306-1;Shopping Street;02.01.2021;23.03.2022;69.99;71.95
10278-1;Police Station;02.01.2021;18.11.2023;199.99;197.48
10280-1;Flower Bouquet;01.01.2021;13.03.2025;59.99;52.79
10281-1;Bonsai Tree;01.01.2021;13.03.2025;49.99;43.99
11013-1;Creative Transparent Bricks;02.01.2021;13.03.2025;34.99;26.39
21164-1;The Coral Reef;02.01.2021;13.03.2025;9.99;8.79
21170-1;The Pig House;02.01.2021;09.12.2023;49.99;47.41
40440-1;German Shepherd;02.01.2021;20.04.2023;14.99;14.70
40441-1;Shorthair Cats;02.01.2021;01.02.2021;14.99;22.18
40466-1;Chinese New Year Pandas;02.01.2021;13.03.2025;19.99;17.59
41439-1;Cat Grooming Car;02.01.2021;01.01.2023;9.99;9.67
41443-1;Olivia's Electric Car;02.01.2021;20.12.2023;14.99;12.52
41444-1;Heartlake City Organic Cafe;02.01.2021;02.01.2023;29.99;28.85
41447-1;Heartlake City Park;02.01.2021;23.03.2022;39.99;42.05
41448-1;Heartlake City Movie Theatre;02.01.2021;01.01.2023;49.99;48.36
41449-1;Andrea's Family House;02.01.2021;01.01.2023;69.99;78.50
41662-1;Olivia's Flamingo Cube;01.03.2021;23.03.2022;9.74;8.95
76382-1;Hogwarts Moment: Transfiguration Class;01.01.2021;15.12.2022;29.99;26.39
41663-1;Emma's Dalmatian Cube;02.01.2021;23.03.2022;9.99;8.49
41664-1;Mia's Pug Cube;02.01.2021;23.03.2022;9.99;13.19
41665-1;Stephanie's Cat Cube;02.01.2021;23.03.2022;9.99;20.99
41666-1;Andrea's Bunny Cube;02.01.2021;05.02.2022;9.99;13.55
41691-1;Doggy Day Care;02.01.2021;01.12.2022;19.99;21.30
41692-1;Vet Clinic Rescue Helicopter;02.01.2021;05.10.2021;19.99;22.00
43191-1;Ariel's Celebration Boat;02.01.2021;05.02.2022;29.99;36.04
43192-1;Cinderella's Royal Carriage;02.01.2021;01.11.2022;39.99;43.99
60283-1;Holiday Camper Van;02.01.2021;13.03.2025;19.99;17.59
60285-1;Sports Car;02.01.2021;23.03.2022;9.99;10.16
60289-1;Airshow Jet Transporter;02.01.2021;21.11.2021;29.99;38.68
60290-1;Skate Park;02.01.2021;08.02.2022;29.99;48.70
60291-1;Family House;02.01.2021;01.12.2022;49.99;52.79
60292-1;Town Centre;02.01.2021;01.12.2022;99.99;98.55
60304-1;Road Plates;02.01.2021;13.03.2025;19.99;17.59
71380-1;Master Your Adventure;02.01.2021;23.03.2022;59.99;43.99
71381-1;Chain Chomp Jungle Encounter;02.01.2021;10.06.2022;19.99;21.96
71382-1;Piranha Plant Puzzling Challenge;02.01.2021;23.03.2022;29.99;30.93
71383-1;Wiggler's Poison Swamp;02.01.2021;10.06.2022;39.99;35.91
71386-1;Huckit Crab;02.01.2021;31.07.2021;3.99;5.15
71386-2;Spiny Cheep Cheep;02.01.2021;31.07.2021;3.99;7.02
71386-4;Foo;02.01.2021;31.07.2021;3.99;7.39
71386-5;Parachute Goomba;02.01.2021;31.07.2021;3.99;4.84
71386-8;Thwimp;02.01.2021;31.07.2021;3.99;4.49
71386-9;Fly Guy;02.01.2021;31.07.2021;3.99;5.27
71730-1;Epic Battle Set - Kai vs. Skulkin;02.01.2021;05.02.2022;9.99;9.52
71731-1;Epic Battle Set - Zane vs. Nindroid;02.01.2021;05.02.2022;9.99;9.85
71732-1;Epic Battle Set - Jay vs. Serpentine;02.01.2021;05.02.2022;9.99;9.83
71733-1;Epic Battle Set - Cole vs. Ghost Warrior;02.01.2021;05.02.2022;9.99;10.02
71735-1;Tournament of Elements;02.01.2021;23.09.2022;29.99;28.34
71736-1;Boulder Blaster;02.01.2021;01.12.2022;39.99;39.85
71737-1;X-1 Ninja Charger;02.01.2021;01.12.2022;49.99;67.99
71738-1;Zane's Titan Mech Battle;02.01.2021;02.01.2023;64.99;62.37
71742-1;Overlord Dragon;02.01.2021;01.11.2022;29.99;29.61
75295-1;Millennium Falcon Microfighter;02.01.2021;01.12.2022;9.99;14.26
75299-1;Trouble on Tatooine;02.01.2021;01.01.2023;29.99;22.25
75300-1;Imperial TIE Fighter;02.01.2021;20.12.2023;44.99;39.59
75301-1;Luke Skywalker's X-wing Fighter;02.01.2021;28.11.2023;49.99;44.17
76383-1;Hogwarts Moment: Potions Class;02.01.2021;15.11.2022;29.99;30.76
76384-1;Hogwarts Moment: Herbology Class;02.01.2021;10.06.2022;29.99;53.02
76385-1;Hogwarts Moment: Charms Class;02.01.2021;01.11.2022;29.99;28.44
71741-1;NINJAGO City Gardens;16.01.2021;13.03.2025;349.99;307.99
30331-1;The Nether Duel;01.01.2021;01.01.2023;4.99;7.28
30343-1;McLaren Elva;22.01.2021;22.01.2023;4.99;8.75
30388-1;Imperial Shuttle;01.09.2021;01.09.2023;4.99;5.56
30391-1;Rapunzel's Boat;01.01.2021;01.01.2023;4.99;5.34
30413-1;Flower Cart;01.01.2021;01.01.2023;4.99;5.54
30539-1;Lloyd's Quad Bike;01.02.2021;01.02.2023;4.99;7.39
30565-1;Birthday Clown;01.01.2021;01.01.2023;4.99;6.40
30568-1;Skater;01.07.2021;01.07.2023;4.99;7.03
30569-1;LEGO Stand;01.01.2021;01.01.2023;3.99;4.73
30577-1;Mega Muscle Car;04.02.2021;04.02.2023;4.99;4.69
30591-1;Titanium Mini Mech;01.01.2021;01.01.2023;3.51;3.88
302101-1;Rapunzel's Dressing Table;01.01.2021;01.02.2021;0.00;2.99
21325-1;Medieval Blacksmith;02.02.2021;20.12.2023;179.99;159.67
92177-1;Ship in a Bottle;01.11.2020;15.01.2022;69.99;88.00
11946-1;Penguin;01.02.2021;28.02.2021;4.39;5.98
30558-1;Raya and the Ongi;01.03.2021;01.03.2023;4.39;11.43
80023-1;Monkie Kid's Team Dronecopter;01.03.2021;01.01.2023;149.99;129.90
10295-1;Porsche 911;17.02.2021;13.03.2025;169.99;149.59
40442-1;Goldfish;01.03.2021;15.03.2023;14.99;15.87
40443-1;Budgie;01.03.2021;20.03.2023;14.99;14.60
43181-1;Raya and the Heart Palace;01.03.2021;23.03.2022;79.99;70.36
43184-1;Raya and Sisu Dragon;01.03.2021;10.06.2022;29.99;26.39
43185-1;Boun's Boat;01.03.2021;05.02.2022;49.99;37.73
41440-1;Heartlake City Bakery;01.03.2021;05.02.2022;19.99;20.20
41442-1;Vet Clinic Rescue Buggy;01.03.2021;05.02.2022;9.99;13.16
41445-1;Vet Clinic Ambulance;01.03.2021;23.03.2022;29.99;32.91
41446-1;Heartlake City Vet Clinic;01.03.2021;23.03.2022;39.99;42.78
41450-1;Heartlake City Shopping Mall;01.03.2021;01.01.2023;99.99;129.19
80018-1;Monkie Kid's Cloud Bike;01.03.2021;15.06.2022;19.99;35.58
80019-1;Red Son's Inferno Jet;01.03.2021;01.01.2023;29.99;38.44
80020-1;White Dragon Horse Jet;01.03.2021;01.01.2023;39.99;76.04
80021-1;Monkie Kid's Lion Guardian;01.03.2021;01.01.2023;69.99;66.95
80022-1;Spider Queen's Arachnoid Base;01.03.2021;01.01.2023;109.99;123.95
80024-1;The Legendary Flower Fruit Mountain;01.03.2021;01.01.2023;169.99;169.80
40472-1;Monkie Kid's RC Race;01.03.2021;01.02.2022;12.99;16.08
71740-1;Jay's Electro Mech;01.03.2021;01.10.2022;19.99;17.98
71745-1;Lloyd's Jungle Chopper Bike;01.03.2021;01.11.2022;19.99;20.16
71746-1;Jungle Dragon;01.03.2021;25.11.2022;39.99;44.00
71747-1;The Keepers' Village;01.03.2021;01.12.2022;49.99;47.34
71748-1;Catamaran Sea Battle;01.03.2021;01.01.2023;69.99;52.79
75297-1;Resistance X-wing Starfighter;01.03.2021;05.12.2022;19.99;22.36
75298-1;AT-AT vs. Tauntaun Microfighters;01.03.2021;06.11.2022;19.99;21.11
75302-1;Imperial Shuttle;01.03.2021;02.12.2022;79.99;62.85
562102-1;Dressing Room;01.01.2021;01.01.2023;0.00;2.45
21168-1;The Warped Forest;01.03.2021;10.12.2022;29.99;27.46
11012-1;Creative White Bricks;01.03.2021;01.12.2022;4.99;4.72
11014-1;Bricks and Wheels;01.03.2021;13.03.2025;44.99;35.19
21169-1;The First Adventure;01.03.2021;10.10.2022;59.99;59.80
30344-1;Mini Monkey King Warrior Mech;01.03.2021;18.04.2021;0.00;4.18
21326-1;Winnie the Pooh;18.03.2021;20.11.2023;99.99;90.44
302103-1;Cinderella's Kitchen;01.01.2021;01.02.2021;0.00;6.25
11947-1;Time Machine;11.08.2021;11.09.2021;0.00;3.63
10283-1;Space Shuttle Discovery;01.04.2021;13.03.2025;199.99;175.99
11944-1;Skull;01.01.2021;01.02.2021;0.00;3.80
11945-1;Steam Locomotive;12.05.2021;09.06.2021;0.00;4.93
11948-1;Carnivorous Plant;07.07.2021;15.08.2021;0.00;4.58
912170-1;V-wing;01.01.2021;01.02.2021;0.00;3.45
75304-1;Darth Vader Helmet;26.03.2021;13.03.2025;79.99;70.39
75305-1;Scout Trooper Helmet;26.03.2021;10.12.2022;49.99;60.83
75306-1;Imperial Probe Droid;26.03.2021;26.11.2022;69.99;60.87
76392-1;Hogwarts Wizard's Chess;01.06.2021;01.12.2022;69.99;70.40
76393-1;Harry Potter & Hermione Granger;01.06.2021;01.01.2023;129.99;87.96
76394-1;Fawkes. Dumbledore's Phoenix;01.06.2021;22.11.2022;39.99;58.13
71387-1;Adventures with Luigi;01.08.2021;13.03.2025;59.99;52.79
76386-1;Hogwarts: Polyjuice Potion Mistake;01.06.2021;31.12.2023;19.99;22.85
76387-1;Hogwarts: Fluffy Encounter;01.06.2021;30.11.2022;39.99;61.53
76388-1;Hogsmeade Village Visit;01.06.2021;13.03.2025;89.99;79.19
76389-1;Hogwarts Chamber of Secrets;01.06.2021;13.03.2025;149.99;131.99
76395-1;Hogwarts: First Flying Lesson;01.08.2021;25.11.2022;29.99;34.29
562103-1;Cat Grooming Salon;01.01.2021;01.01.2023;0.00;2.46
40451-1;Tatooine Homestead;01.05.2021;05.05.2021;0.00;20.16
75308-1;R2-D2;01.05.2021;13.03.2025;239.99;211.19
75314-1;The Bad Batch Attack Shuttle;01.08.2021;26.12.2022;99.99;130.72
40421-1;Belle Bottom. Kevin and Bob;26.04.2021;01.02.2023;19.99;18.61
912171-1;TIE Bomber;01.01.2021;01.02.2021;0.00;2.36
40420-1;Gru. Stuart and Otto;26.04.2021;01.01.2023;19.99;24.97
10292-1;The Friends Apartments;19.05.2021;15.12.2023;179.99;238.54
912172-1;Jedi Starfighter;01.01.2021;01.02.2021;0.00;3.39
40516-1;Everyone is Awesome;01.06.2021;13.03.2025;34.99;30.79
11015-1;Around the World;01.06.2021;14.09.2023;49.99;42.26
41441-1;Horse Training and Trailer;01.06.2021;01.02.2023;29.99;28.90
41677-1;Forest Waterfall;01.06.2021;01.01.2024;9.99;9.64
41679-1;Forest House;01.06.2021;01.11.2022;29.99;31.28
41681-1;Forest Camper Van and Sailboat;01.06.2021;01.12.2022;44.99;47.68
41682-1;Heartlake City School;01.06.2021;25.11.2022;64.99;56.27
41684-1;Heartlake City Grand Hotel;01.06.2021;01.12.2022;99.99;95.24
41685-1;Magical Funfair Roller Coaster;01.06.2021;01.01.2023;89.99;96.80
41686-1;Magical Acrobatics;01.06.2021;01.12.2022;19.99;19.56
41687-1;Magical Funfair Stalls;01.06.2021;01.12.2022;29.99;28.79
41688-1;Magical Caravan;01.06.2021;01.01.2023;44.99;35.31
41689-1;Magical Ferris Wheel and Slide;01.06.2021;01.01.2023;59.99;52.79
60300-1;Wildlife Rescue ATV;01.06.2021;01.12.2022;9.99;10.48
60301-1;Wildlife Rescue Off-Roader;01.06.2021;01.12.2022;44.99;40.53
60302-1;Wildlife Rescue Operation;01.06.2021;01.01.2023;89.99;81.27
60307-1;Wildlife Rescue Camp;01.06.2021;20.11.2022;99.99;101.19
76900-1;Koenigsegg Jesko;01.06.2021;31.12.2023;19.99;22.00
76901-1;Toyota GR Supra;01.06.2021;31.12.2023;19.99;18.18
76902-1;McLaren Elva;01.06.2021;01.01.2023;19.99;19.23
